source	target	weight
252946	252948	0.800
252947	252946	1.000
252947	252948	0.800
253135	253134	1.000
253700	253699	1.000
253782	253781	0.818
253876	253875	1.000
253933	253934	0.900
254427	254426	1.000
254990	254989	1.000
255045	255044	0.818
255255	255254	1.000
255576	255575	1.000
256653	256652	1.000
256720	256721	0.800
256787	256786	1.000
257060	257059	1.000
257237	257236	1.000
257256	257254	0.900
257256	257255	0.900
257431	257430	0.818
257762	257761	1.000
258229	258230	0.900
258329	321494	0.900
258850	258849	1.000
258854	258853	1.000
259634	259633	1.000
259851	259850	1.000
259852	259850	1.000
259852	259851	1.000
261077	261076	0.818
261746	246854	1.000
261855	261854	1.000
290269	290270	1.000
275285	275284	0.900
293885	293884	0.900
275659	275660	1.000
282654	282651	0.900
288299	288297	0.900
272783	272784	1.000
275297	275296	1.000
290263	290264	1.000
269055	269054	1.000
302917	302918	1.000
291926	291925	1.000
290493	290494	1.000
298134	298135	1.000
291959	291957	0.818
270028	269770	0.900
279202	279200	0.818
301930	608113	0.800
273752	273756	0.900
302915	302916	1.000
267393	267394	1.000
262303	262304	1.000
302913	302914	0.800
291066	291065	0.900
304220	304219	1.000
288411	288410	1.000
303249	303250	1.000
282138	282136	0.900
293887	293888	0.800
304382	304383	1.000
273891	273890	1.000
299931	299930	1.000
265983	265984	1.000
285299	285300	0.800
296912	133674	0.818
296093	296092	1.000
297298	297297	0.800
292624	292625	1.000
292623	290705	0.800
300521	300520	1.000
281708	281714	1.000
286422	286423	0.818
297510	297511	1.000
266670	266671	0.900
281620	281621	1.000
291161	291160	1.000
269773	269774	1.000
269762	269763	1.000
303389	303390	0.800
291183	291184	0.800
277257	277256	1.000
276228	276227	0.818
296217	296218	0.800
281414	281415	0.818
262810	262811	1.000
275424	275423	0.818
292543	292544	1.000
294417	294419	0.800
280353	280352	1.000
280396	860255	0.900
269389	269390	0.900
304251	304250	0.818
287581	287580	1.000
263321	263322	1.000
300647	300648	0.800
304459	304458	1.000
265889	265890	0.900
288850	288848	0.800
287597	287596	1.000
268099	268098	0.818
284963	284964	1.000
302669	302671	0.800
300687	300686	1.000
300699	300698	1.000
271667	271668	1.000
300701	300700	1.000
300720	300694	1.000
268516	268515	0.800
295796	295797	1.000
300838	300837	1.000
273673	273674	1.000
295784	295785	1.000
284564	284565	1.000
298746	298747	1.000
284452	284453	1.000
295751	295752	1.000
295745	295746	1.000
277078	277079	1.000
266410	266411	1.000
284226	284227	1.000
300085	300084	1.000
289499	289493	0.900
289499	289494	0.900
289499	289495	0.900
289499	289496	0.900
289499	289497	0.900
289499	289498	0.900
289499	145218	0.900
289500	289493	0.900
289500	289494	0.900
289500	289495	0.900
289500	289496	0.900
289500	289497	0.900
289500	289498	0.900
289500	289499	0.818
289500	145218	0.900
289501	289493	0.900
289501	289494	0.900
289501	289495	0.900
289501	289496	0.900
289501	289497	0.900
289501	289498	0.900
289501	289499	0.818
289501	289500	0.818
289501	145218	0.900
267498	267499	1.000
284180	284181	0.818
264932	264931	0.818
267497	267499	1.000
267497	267498	1.000
273533	273534	0.900
296636	296637	1.000
299354	299353	0.800
301102	301101	0.800
294244	294245	1.000
301112	301113	0.900
268684	268685	0.800
289741	289738	0.900
304728	304729	1.000
289818	289819	1.000
266880	266879	0.900
283862	283863	1.000
265463	265464	1.000
283833	283832	0.800
283824	283839	0.800
294483	294482	0.818
295600	295601	1.000
290346	290347	0.800
290345	290347	0.800
290345	290346	1.000
283462	283463	0.818
288022	288021	0.818
267973	267972	1.000
283387	283388	1.000
275127	275130	0.800
294555	294554	1.000
267449	267450	1.000
276705	276704	1.000
263078	263079	1.000
283246	283249	1.000
283241	283242	1.000
278407	156162	0.818
291741	291742	0.800
303154	303153	0.818
297108	297107	1.000
267974	267973	1.000
267974	267972	1.000
290302	290303	1.000
297687	297688	1.000
290301	290303	1.000
290301	290302	1.000
290300	290303	1.000
290300	290302	1.000
290300	290301	1.000
294210	294211	0.800
271874	271879	0.900
292999	293000	1.000
301602	301603	0.800
265022	265021	1.000
263023	263024	0.900
275250	328329	0.800
297991	297992	1.000
303824	303823	0.800
263521	263522	1.000
278808	541139	0.800
303348	303349	0.900
275112	275113	1.000
270846	270848	0.818
974241	974240	1.000
974263	974262	0.818
974402	974401	0.818
983022	983023	1.000
982906	982907	1.000
982905	982907	1.000
982905	982906	1.000
975669	975668	0.818
976264	976263	0.818
976380	976379	0.818
976575	976576	0.900
976622	976621	0.800
976666	976664	0.800
976964	976963	1.000
981353	981354	0.818
977299	977298	1.000
981126	981127	0.818
978020	978021	0.800
980416	980417	0.900
980415	980416	1.000
980415	980417	0.900
980352	980353	1.000
980314	980315	1.000
980163	980164	1.000
918072	918071	1.000
979012	979011	0.818
918679	918678	0.818
918847	918846	1.000
918864	918863	1.000
918881	918882	0.800
919200	919199	1.000
919539	919538	1.000
1017820	1017821	0.818
920443	920444	0.800
1020686	1020687	1.000
921236	921235	0.900
921713	921711	0.900
921744	921745	0.800
921746	921747	0.800
921920	921919	1.000
921921	921919	1.000
921921	921920	1.000
921927	921926	1.000
922290	922289	1.000
922302	922301	1.000
1016692	1016698	0.800
922814	922813	1.000
923037	923036	1.000
923443	923442	0.818
924105	924104	1.000
924369	924371	0.900
1015335	1015336	1.000
1015061	1015062	1.000
925054	925053	0.800
1014984	135728	1.000
925160	923999	0.818
925574	925572	0.818
1014644	1014645	1.000
925713	925711	1.000
925772	925771	1.000
1020399	1020400	1.000
1014172	1014173	1.000
1014057	1014061	0.800
927314	927312	0.818
927702	927701	1.000
1020341	1020342	0.800
928012	928022	0.800
928166	928160	0.818
928362	928361	0.900
928428	928427	1.000
928431	928430	1.000
928826	112012	0.818
1012876	1012877	1.000
929163	929164	0.900
929526	929525	0.818
929578	929577	1.000
929579	929577	1.000
929579	929578	1.000
929588	929587	1.000
929608	929607	1.000
929609	929607	1.000
929609	929608	1.000
929713	929712	1.000
929959	929958	0.818
930153	930152	1.000
930572	930571	1.000
930715	930714	1.000
930784	930783	0.900
930917	930916	1.000
930957	930956	1.000
931781	931780	0.818
931962	931960	0.818
1011103	1011104	1.000
1011101	1011102	1.000
1011100	1011102	1.000
1011100	1011101	1.000
1011098	1011099	1.000
1011096	1011097	1.000
1011032	274476	0.818
932233	932232	1.000
932475	932474	1.000
932627	932628	0.800
914213	914210	0.818
914216	914210	1.000
914216	914213	0.818
1010713	1010710	0.800
933161	933160	1.000
1010542	1010543	1.000
1010538	1010540	1.000
933962	933961	1.000
934173	934189	0.900
934173	934190	0.900
934173	934191	0.900
934267	934271	0.800
934390	934389	0.900
934514	934513	0.818
934706	934705	1.000
935097	935099	0.900
935153	935152	1.000
935194	935193	0.818
935240	935239	1.000
935242	935241	1.000
1009831	1009832	1.000
935415	935417	0.900
935642	935641	1.000
935649	935648	1.000
935659	935654	0.818
935837	935836	0.818
936096	936095	1.000
936187	936189	0.900
936203	936202	0.818
936385	936384	1.000
936456	936455	1.000
1009202	1009203	1.000
1009081	1009082	1.000
937743	937742	1.000
938339	938338	1.000
1008635	1008636	1.000
938990	938989	1.000
1008575	1008576	0.800
939136	939135	1.000
1020947	1020948	1.000
939989	939988	1.000
940441	940440	1.000
940443	940444	0.800
914755	914754	0.818
912823	912822	0.800
1007003	1007004	1.000
942011	942010	1.000
1006859	1006865	0.900
1006750	1006746	0.900
1006747	1006750	0.818
1006747	1006746	0.900
1006703	1006704	0.800
1006208	1006209	0.818
1006190	1006189	0.900
943326	943325	1.000
1006108	1006109	1.000
1006105	1006106	1.000
943508	943507	1.000
1005351	1005352	1.000
1004399	1004400	0.900
915192	915191	0.818
1003875	1003876	0.818
1003859	1003858	0.900
915232	915231	1.000
946401	946400	1.000
1003110	1003111	1.000
946532	946531	0.818
946711	946378	0.818
947217	947216	1.000
947585	947584	1.000
948116	948115	0.818
948645	948644	0.818
948816	948815	0.818
949121	949120	1.000
1000610	1000611	0.818
950132	950131	1.000
950142	950141	0.800
950202	950201	1.000
999501	999502	0.818
950480	950479	1.000
915694	915693	1.000
998984	998985	1.000
998881	998883	0.818
951601	491423	0.800
951680	951679	0.800
998288	998289	1.000
952718	952717	1.000
952804	952803	1.000
952924	952923	0.818
915841	915840	1.000
997569	997570	1.000
953677	953678	0.900
997301	997302	1.000
954202	954201	1.000
954478	954477	1.000
996749	996750	1.000
996742	996741	0.800
996692	996693	0.800
955688	953571	0.818
955697	955696	1.000
996645	996644	0.900
956036	956030	0.818
956370	956369	1.000
956373	956372	1.000
956937	956936	1.000
956994	956996	0.800
957149	957148	0.900
916099	916101	0.800
916100	916101	0.800
916100	916099	1.000
995337	995338	1.000
957834	957833	0.800
995048	995049	1.000
958979	958980	0.900
916191	916190	1.000
959403	959402	1.000
916193	916192	1.000
959648	959647	0.818
959755	959754	0.818
994813	994814	0.800
960015	960016	0.900
960020	960019	1.000
960023	960022	1.000
960026	960025	1.000
960042	960037	1.000
994777	994781	0.900
960364	960363	1.000
916249	916247	0.800
960863	960862	1.000
960930	960929	1.000
994451	994452	1.000
1019256	1019257	1.000
961989	961988	1.000
962007	962006	1.000
962200	962199	1.000
916408	916409	0.800
993068	993071	0.900
962720	962719	1.000
962931	962930	1.000
962971	962970	1.000
963026	963025	1.000
963570	963569	1.000
963575	963574	1.000
992062	992063	0.818
991516	991517	0.800
964881	964878	0.800
991037	991038	1.000
916667	916666	1.000
990965	990966	1.000
990953	990954	1.000
965610	965609	1.000
990480	990481	0.818
965804	965803	0.800
966125	966124	1.000
966687	966686	0.800
989332	989333	1.000
967301	979170	0.818
988952	988953	1.000
967912	967911	0.818
968758	968757	1.000
987856	987857	0.818
969089	969090	0.800
969111	969110	1.000
969552	969551	0.800
969554	969553	1.000
969555	969553	1.000
969555	969554	1.000
987344	987345	1.000
970310	970309	1.000
970386	970385	1.000
986462	986463	0.800
970802	970801	1.000
1018939	1018940	1.000
972400	972396	0.800
973030	973029	1.000
983990	983991	1.000
618092	618093	0.900
625625	625626	0.818
774796	875268	0.900
680741	680740	1.000
654607	654608	1.000
794446	794447	0.818
692140	48176	0.800
835381	835380	1.000
775235	775234	0.818
775241	775237	0.818
775926	775925	1.000
835464	835463	1.000
776137	776136	1.000
625199	625200	1.000
776473	776469	0.800
692346	692340	1.000
793869	793870	1.000
692348	692347	1.000
776643	776642	0.900
654519	654520	1.000
777069	777068	1.000
846017	846016	1.000
624600	624601	1.000
624574	624575	0.818
654481	654482	1.000
654480	654482	1.000
654480	654481	1.000
777577	777576	1.000
778173	778174	0.900
692574	543640	0.900
624227	624228	0.818
835719	835718	0.800
778597	778596	0.900
678310	678311	0.818
793092	793093	1.000
835768	52172	0.818
793063	793064	1.000
793042	793043	0.800
828289	828288	0.818
779459	779458	0.818
792963	792964	0.818
617467	617466	1.000
779572	779574	0.900
779572	779575	0.900
623603	623604	1.000
692763	692762	1.000
623535	623537	0.900
835840	835842	0.800
623511	623512	1.000
780169	780168	1.000
847845	847846	1.000
617487	617486	0.818
870743	870742	1.000
623262	623263	0.800
823639	823641	0.800
780742	780743	0.800
870772	870771	0.818
781159	781172	0.800
622790	622800	0.800
781374	781373	1.000
781385	781384	1.000
622675	622683	0.818
781583	781580	0.900
846202	846201	1.000
622500	622501	1.000
847692	847691	0.800
792192	792193	0.900
622410	622411	0.800
622406	622407	0.800
847643	847644	1.000
862193	862195	0.800
847631	847632	0.900
782420	782419	1.000
782432	782431	1.000
782586	782585	1.000
783106	783105	1.000
783107	783105	1.000
783107	783106	1.000
847509	847510	1.000
783320	783319	0.818
783572	783571	1.000
783582	783581	1.000
621447	621448	0.900
621446	621447	1.000
621446	621448	0.900
870942	870943	0.800
784132	784131	1.000
824774	824775	0.800
621334	621339	0.800
784315	784314	1.000
621320	621321	0.800
824096	824095	1.000
791437	791438	1.000
791429	791432	0.818
784716	784715	1.000
621192	621193	1.000
846370	846369	1.000
785152	785151	1.000
791288	791289	1.000
828496	828512	0.800
621085	621086	1.000
828491	828492	0.818
785573	785572	0.800
654179	654180	0.818
785616	785615	1.000
620931	620937	0.800
785695	785694	1.000
620926	620927	1.000
785711	785692	1.000
785712	785692	1.000
785712	785711	1.000
786055	786056	0.800
786163	786162	0.818
828488	828489	1.000
824268	824267	1.000
847077	847078	1.000
847068	769974	0.900
786609	786608	1.000
786610	786608	1.000
786610	786609	1.000
786804	786803	1.000
836441	836440	1.000
620361	620372	0.800
824347	824346	0.818
846973	846976	0.900
837683	837684	1.000
787346	787345	1.000
787598	787597	1.000
790510	790511	1.000
787778	787777	0.818
837454	837455	0.818
790445	790446	1.000
828376	828375	1.000
787928	787927	1.000
837804	837803	1.000
693936	693935	1.000
837113	837112	0.800
790127	790128	1.000
693948	693945	1.000
788902	788906	0.800
620314	620313	1.000
790014	790015	1.000
824553	824554	0.900
836771	836770	1.000
824561	824562	0.800
836908	836909	1.000
837853	837852	1.000
694159	694154	0.900
653876	653877	0.818
681016	681015	1.000
681028	681027	1.000
694746	694745	1.000
681122	681121	1.000
694983	694982	1.000
830872	830873	1.000
695426	695425	1.000
695459	695458	1.000
695465	695464	1.000
613247	613248	0.818
695756	695755	1.000
672839	672840	0.800
695951	695940	0.818
653336	653337	1.000
696009	696008	1.000
696010	696008	1.000
696010	696009	1.000
696081	696080	1.000
612703	612702	1.000
672702	672705	1.000
672684	672685	1.000
681368	857888	0.900
696954	696953	1.000
813729	813728	1.000
614297	614296	1.000
672333	672334	1.000
672282	831393	0.800
858705	858706	1.000
698383	698382	1.000
698388	698387	1.000
698689	698688	1.000
698690	698688	1.000
698690	698689	1.000
858618	858617	0.800
698839	698838	0.800
813763	813760	0.900
671553	671552	0.900
864305	864306	1.000
699675	699672	0.900
671530	671531	1.000
681792	681794	0.900
681793	681792	0.818
681793	681794	0.900
699795	699794	1.000
671479	671480	1.000
866101	866100	1.000
700798	700797	0.900
671135	671136	1.000
701006	701005	1.000
651439	651438	0.900
613156	613158	0.900
618996	618997	1.000
682005	682004	1.000
614446	614445	1.000
651093	651080	0.900
702119	702118	1.000
702169	702168	0.800
842119	842120	1.000
670682	670685	0.900
813802	813801	1.000
702506	702505	1.000
670611	670612	0.818
702672	702671	0.818
702720	702719	1.000
702727	702726	1.000
830805	830806	0.800
670458	670457	0.800
866301	866300	1.000
670433	670434	1.000
839931	839932	1.000
682237	682235	0.818
703113	703114	0.900
703120	703119	1.000
618993	618994	1.000
703385	703384	1.000
703512	703511	1.000
864256	864257	1.000
670219	670222	0.818
703734	703733	1.000
670042	670043	1.000
658318	658319	1.000
614560	617534	0.800
704577	704576	0.900
661011	661010	1.000
857857	857856	0.800
704973	704972	1.000
650001	649987	0.800
649986	649987	0.800
705053	705052	1.000
705060	705059	1.000
657358	657359	1.000
669748	669749	0.818
669705	669706	1.000
613094	613095	0.800
705499	705500	0.800
860975	860976	1.000
857744	857745	1.000
705664	705663	1.000
613081	613099	0.800
669451	669452	1.000
705935	705934	0.818
705980	705979	1.000
649693	649694	1.000
706465	706466	0.800
669220	669221	1.000
706715	706714	1.000
706725	706724	1.000
682759	682760	0.800
707108	707107	0.818
682799	682800	0.900
682799	682801	0.900
707756	707757	0.900
707825	707824	1.000
668675	668676	1.000
668667	668668	1.000
830772	6725	0.818
708797	37892	1.000
614770	614769	0.818
668261	668263	0.900
709107	709106	1.000
668120	668121	0.818
842688	842687	0.818
812473	516695	0.800
709835	709834	1.000
709836	709834	1.000
709836	709835	1.000
863219	863218	0.900
863219	863217	0.900
863219	465154	0.800
710368	710367	1.000
710369	710367	1.000
710369	710368	1.000
872076	872075	1.000
856931	856932	0.900
710461	710460	1.000
856930	856932	0.900
856930	856931	1.000
667748	667749	0.800
710532	710531	1.000
872265	872264	0.818
683318	683317	1.000
710707	710706	0.818
683326	683325	1.000
648055	648057	0.900
683354	683353	1.000
648017	648016	0.800
667594	667595	1.000
647937	647938	1.000
711194	711196	0.900
711195	711194	1.000
711195	711196	0.900
647685	647686	0.900
711873	711872	0.818
711911	711912	0.800
863280	863279	0.818
667335	667336	0.818
661833	661842	0.900
864953	864952	1.000
712521	712520	1.000
677345	677346	1.000
856781	856782	1.000
677344	677346	1.000
677344	677345	1.000
712585	712584	1.000
816799	32242	1.000
667175	667176	0.900
647064	647065	1.000
712816	712815	1.000
661951	661891	1.000
712951	712950	1.000
713191	713190	1.000
713338	713337	0.818
646622	646623	0.800
713697	713695	0.900
683739	683738	1.000
713912	529650	0.800
666658	666659	1.000
646290	646291	1.000
867102	867101	1.000
715031	715032	0.800
817096	817097	0.800
867124	867125	0.900
715622	715621	1.000
715727	715726	0.800
715798	715797	1.000
817173	817172	1.000
817174	817172	1.000
817174	817173	1.000
716329	716328	0.900
677206	677207	0.818
716444	716443	1.000
716446	716445	1.000
830045	830046	0.800
662300	662305	0.900
645278	645279	1.000
665950	665951	0.800
716937	716949	0.800
645058	645059	1.000
812241	812242	1.000
861662	861661	1.000
872299	872298	0.800
867295	867294	1.000
658412	658413	0.900
684307	817338	0.900
684307	684304	0.800
684308	846490	0.900
813300	813301	1.000
718369	275141	0.800
718369	718367	0.818
718528	718529	0.800
665214	665215	1.000
718902	718901	1.000
719161	719160	1.000
684437	684436	1.000
719291	719290	1.000
719348	719347	1.000
867436	867435	1.000
856095	856096	1.000
644155	644154	0.800
684509	684508	1.000
664880	664881	1.000
644078	644077	0.900
719940	719939	1.000
662592	662591	0.900
720078	720077	0.900
829907	829909	0.800
643820	643821	0.800
855950	855949	0.900
855947	855946	0.800
643773	643774	1.000
855933	855934	1.000
721499	721498	1.000
721677	721676	1.000
664236	664237	1.000
721762	721761	0.818
664177	664178	1.000
684814	684813	1.000
684823	684822	1.000
679694	96559	1.000
643220	643221	0.800
722552	722551	1.000
722619	722618	1.000
722624	722620	0.800
662890	662889	1.000
642938	642937	0.800
723514	723513	1.000
663602	663603	0.800
818045	818044	1.000
656634	656635	0.900
656634	656636	0.900
814079	814075	1.000
724582	724581	1.000
724728	724730	0.900
724753	724752	1.000
724919	724918	0.900
642231	893088	0.800
725200	725199	1.000
725271	725270	1.000
685274	685273	1.000
811618	811619	1.000
811616	811617	1.000
811615	811617	1.000
811615	811616	1.000
726435	726434	0.900
685415	685414	0.818
855275	855276	1.000
811387	235594	1.000
871260	871259	1.000
867882	867881	0.818
685528	685527	1.000
615387	615386	1.000
685529	685527	1.000
685529	685528	1.000
727479	727478	1.000
727480	727478	1.000
727480	727479	1.000
727493	727492	0.800
727494	727492	0.800
727507	727506	1.000
641612	641613	0.818
814119	814118	1.000
811162	811161	0.800
727659	727658	1.000
727670	727669	1.000
827042	827041	1.000
728163	728162	0.818
685636	685635	1.000
855077	184652	1.000
810894	810895	1.000
818558	818557	1.000
854921	854922	1.000
810616	810617	1.000
685753	685752	0.900
829592	829591	0.800
810598	810599	1.000
640974	640975	1.000
640972	640973	1.000
729440	729439	1.000
729591	729589	1.000
611662	611663	1.000
810368	810369	1.000
618898	618899	0.818
818644	818643	1.000
818685	818689	0.800
810194	810195	0.800
827055	827054	1.000
730445	730444	1.000
831814	837208	1.000
818735	818731	0.900
640618	640619	1.000
640617	640619	1.000
640617	640618	1.000
809999	810000	1.000
656306	656307	1.000
730982	730981	1.000
731210	731209	1.000
818812	818811	1.000
818821	818820	1.000
818827	818826	0.818
732068	732069	0.800
732075	732074	1.000
732096	732095	1.000
809554	809555	1.000
809547	809548	0.818
809546	809548	0.818
809546	809547	1.000
854372	854373	1.000
732479	732478	1.000
615676	615675	1.000
615678	615677	1.000
640127	640128	1.000
843234	843236	0.800
640068	640069	1.000
860333	860334	1.000
809009	809010	1.000
809006	809007	1.000
854156	854157	1.000
854155	854157	1.000
854155	854156	1.000
854154	854157	1.000
854154	854156	1.000
854154	854155	1.000
854153	854157	1.000
854153	854156	1.000
854153	854155	1.000
854153	854154	1.000
854152	854157	0.818
854152	854156	0.818
854152	854155	0.818
854152	854154	0.818
854152	854153	0.818
854151	854157	0.818
854151	854156	0.818
854151	854155	0.818
854151	854154	0.818
854151	854153	0.818
854151	854152	1.000
733929	733928	0.800
733929	733927	0.800
853962	853963	1.000
853958	853957	0.800
853871	853872	0.900
819094	238951	0.818
819094	238952	0.818
735496	735495	1.000
826714	826713	1.000
676210	676213	0.800
807964	807965	1.000
736192	736191	0.900
615886	615885	1.000
868133	868132	1.000
678562	961735	0.818
826147	826146	0.900
737529	468006	0.800
737639	737648	0.800
737740	737739	0.818
738136	738135	0.818
868269	868268	1.000
868270	868268	1.000
868270	868269	1.000
814261	814257	0.800
678546	678547	1.000
659269	659271	0.900
738332	86234	0.818
739618	739619	0.900
806735	806736	1.000
829394	829395	1.000
638267	638268	0.818
806674	806675	1.000
806673	806675	1.000
806673	806674	1.000
687356	687355	1.000
740206	740205	1.000
830645	830646	0.900
740335	740334	0.818
678531	678532	0.818
740800	740799	0.818
806350	806351	1.000
806340	806341	1.000
826719	826718	0.818
741025	741024	0.818
619312	619308	0.818
806277	806278	0.818
741529	741528	1.000
832760	832759	0.818
741582	741583	0.800
658586	658585	0.818
741878	741877	1.000
825980	825982	0.900
825976	825986	0.818
825975	825976	0.818
825975	825986	1.000
659338	659337	1.000
742502	742501	0.800
742730	742729	1.000
829327	829326	0.900
852716	852718	0.818
616197	616196	0.900
743792	743787	0.800
827147	827146	1.000
743934	743933	1.000
744007	744006	0.900
826601	826602	1.000
868711	868710	1.000
868716	868715	0.818
868733	868732	1.000
871321	871322	0.900
745245	745244	1.000
745319	745318	1.000
745321	745318	1.000
745321	745319	1.000
745408	745407	1.000
745558	745557	1.000
745606	745607	0.900
745621	745620	1.000
830914	830915	1.000
636705	636700	0.900
636703	636704	0.818
745861	745862	0.900
680178	680179	0.900
619355	619352	0.818
636642	636643	1.000
830627	830628	0.800
636570	636571	0.818
746527	746526	1.000
746651	746650	1.000
746790	746789	1.000
803910	803912	0.818
746995	746994	0.900
747539	747540	0.900
747956	747955	1.000
803547	803554	0.818
636057	636058	1.000
748277	748276	1.000
844365	844364	1.000
833229	833228	0.818
610657	610656	0.818
619383	619382	1.000
749643	749642	0.818
802885	802886	0.818
616429	616428	1.000
750046	750045	1.000
750120	750118	1.000
859967	859970	0.800
750250	750249	1.000
750251	750249	1.000
750251	750250	1.000
750267	750266	1.000
750268	750266	1.000
750268	750267	1.000
833416	833415	1.000
750490	750489	1.000
869105	869104	1.000
750590	750589	1.000
750597	750596	0.818
750805	750804	1.000
675437	675438	1.000
635266	946040	0.818
820582	34622	0.900
751233	751232	1.000
688967	688966	1.000
751626	751625	1.000
844600	844601	0.900
802117	802118	1.000
869187	869188	0.900
851516	851517	1.000
752170	752169	1.000
689084	689082	0.818
752299	752298	0.818
801961	801962	1.000
752588	752587	1.000
752716	752715	1.000
634778	634779	1.000
753073	753072	0.818
634563	634564	0.800
634561	634562	0.818
801529	801530	0.900
851245	851246	0.818
859877	215610	0.800
634138	634098	0.900
801179	801180	0.818
754815	754822	0.900
754827	754826	0.818
634015	634016	1.000
754960	754959	1.000
619665	619666	0.818
755086	755085	1.000
821016	821015	0.800
833843	833842	0.900
755598	755597	1.000
800858	800859	1.000
833887	833883	0.900
833887	833884	0.900
859843	859844	1.000
756235	756234	1.000
756496	756495	0.900
830902	830918	0.818
633249	633250	1.000
821165	821164	1.000
756611	756612	0.800
844873	844869	0.900
821183	298074	0.818
756845	756846	0.900
633053	633054	1.000
757182	757183	0.800
757197	757196	0.818
618369	618370	1.000
830901	830914	0.818
830901	830915	0.818
757380	757383	0.900
844932	844931	1.000
800196	800197	1.000
618363	618362	0.800
632784	632785	1.000
757833	757832	1.000
834127	834128	0.800
799873	799874	1.000
799827	799826	0.800
758499	758498	1.000
799812	799813	1.000
758520	758519	0.818
799711	799712	1.000
799705	799706	0.818
758937	758936	1.000
616782	616783	0.900
759167	759166	1.000
759168	759166	1.000
759168	759167	1.000
834219	834218	1.000
759266	759267	0.800
759304	759303	1.000
759309	759314	0.900
759337	759336	1.000
830571	830572	1.000
632255	632261	0.800
674945	674946	0.800
799431	799432	1.000
632028	632029	1.000
760505	760504	1.000
659680	254566	1.000
821595	821594	0.818
631824	631825	1.000
631756	631754	0.800
761164	761163	1.000
631508	631509	0.800
631467	743464	0.800
690383	690382	1.000
690385	690382	0.818
690385	690383	0.818
631398	631397	0.900
761771	761770	0.900
631335	631336	1.000
690432	690431	1.000
762068	762069	0.800
762082	762081	1.000
631228	631229	1.000
762254	762253	1.000
762272	762271	1.000
859718	859719	1.000
850067	850070	0.800
850066	850067	1.000
850066	850070	0.800
690467	690466	1.000
690472	690471	1.000
631097	631096	0.900
839424	839425	0.800
680534	680533	0.900
630996	630997	0.800
630948	630949	0.818
798363	798364	1.000
610681	610674	0.800
762960	762959	1.000
762974	762973	1.000
763079	763078	1.000
763084	763083	1.000
849963	849964	1.000
821888	821873	0.900
763784	16350	0.818
614030	614029	1.000
797849	797851	0.800
797849	797850	0.800
690784	690782	0.818
629996	629995	0.900
765250	765249	1.000
822136	822135	1.000
629670	629671	1.000
690978	690977	1.000
765954	765953	1.000
766008	766007	0.818
797227	797228	0.800
797225	797228	0.800
766484	766482	1.000
766488	766487	0.800
797089	797090	1.000
691136	691105	0.818
767344	767343	1.000
767494	820309	0.818
629001	628997	0.800
767852	767855	0.900
767920	767919	0.800
628816	628817	1.000
628760	628761	1.000
768373	768372	0.818
674471	674472	1.000
768492	768493	0.900
691379	691384	0.900
796337	796338	1.000
628528	628529	1.000
691413	691412	0.818
769256	769257	0.800
769324	769329	0.800
769508	769507	0.900
769524	769523	0.900
769753	769754	0.800
769767	769761	0.800
769790	769785	0.900
680662	680661	1.000
627808	627806	0.900
627800	627801	1.000
840741	840742	1.000
871250	871251	1.000
627650	627651	1.000
770715	770714	1.000
770720	770719	1.000
770795	770794	1.000
691621	691620	1.000
613311	613310	0.900
627378	627379	1.000
771125	771124	1.000
627264	627265	0.818
771342	771341	1.000
617174	617173	1.000
771534	771533	1.000
795524	795525	1.000
654673	654672	0.800
848916	848917	1.000
871180	871179	1.000
845690	845688	0.900
848898	848899	0.800
848897	848899	0.800
848882	714340	0.818
848879	848880	1.000
845715	845714	1.000
772762	772761	1.000
845732	845731	1.000
772873	767854	1.000
845750	845751	0.900
773601	773599	0.900
773694	773693	1.000
626184	626185	0.818
626074	626075	0.818
654621	654622	1.000
889180	889179	1.000
888827	888826	0.900
911534	911533	1.000
892373	892372	1.000
899054	899055	1.000
906934	563064	0.800
888811	888812	1.000
902921	902920	1.000
912403	912404	1.000
889276	889275	1.000
889278	889277	1.000
905502	905503	1.000
891498	891499	0.800
891498	891500	0.800
883736	883734	1.000
911862	911863	0.900
889297	889296	1.000
884170	884125	0.900
897784	897785	0.818
910094	910093	0.818
875114	875113	1.000
892510	892509	1.000
903237	903236	1.000
873778	873777	1.000
903313	903312	1.000
878999	879000	0.818
878998	879000	0.818
878998	878999	1.000
878995	879000	1.000
878995	878999	0.818
878995	878998	0.818
903376	903375	1.000
884908	884907	1.000
884942	884941	0.818
877089	877086	0.818
885039	885035	0.900
908325	908324	1.000
893647	893648	1.000
877565	877566	1.000
909643	909641	0.900
904789	904788	1.000
908759	908760	1.000
908757	908761	0.800
889871	889883	0.800
896690	896693	0.818
889515	1010178	0.818
892714	892717	0.900
892714	892718	0.800
904844	904843	0.800
911209	911210	0.900
905120	905119	0.818
906043	906044	0.818
905121	905119	0.818
905121	905120	1.000
906038	906039	0.900
886487	886486	0.818
886596	886595	1.000
908404	908405	0.818
886747	886746	1.000
877450	877451	1.000
911228	911227	1.000
911672	911673	1.000
886996	886995	1.000
895394	895395	1.000
887550	887549	1.000
875318	875320	1.000
895124	895125	0.818
907376	907378	0.800
907377	907376	0.818
907377	907378	0.800
907377	907379	0.900
901748	901749	1.000
880482	880481	0.818
880515	880517	0.900
880520	880519	1.000
880522	880521	1.000
880528	880527	1.000
890054	890056	0.800
880537	880536	1.000
874609	147751	0.818
